t_s,wall_time,spd_count,data0,data1,rpm_count,seq
203.764,23:25:15.208,4,38,224,9952,7
203.764,23:25:15.208,4,39,26,10010,8
203.764,23:25:15.208,4,39,4,9988,9
203.764,23:25:15.209,4,39,10,9994,9
203.764,23:25:15.210,4,38,240,9968,9
203.764,23:25:15.210,4,38,198,9926,10
203.764,23:25:15.211,4,38,188,9916,10
203.764,23:25:15.211,4,38,178,9906,11
204.382,23:25:15.825,4,38,172,9900,12
204.382,23:25:15.826,4,38,112,9840,12
204.382,23:25:15.826,5,38,88,9816,13
204.382,23:25:15.826,5,38,88,9816,14
204.382,23:25:15.827,5,38,98,9826,14
204.382,23:25:15.827,5,38,56,9784,15
204.382,23:25:15.827,5,38,38,9766,16
204.382,23:25:15.828,5,38,32,9760,16
204.382,23:25:15.828,5,38,32,9760,17
204.998,23:25:16.440,5,38,68,9796,18
204.998,23:25:16.441,5,38,62,9790,18
204.998,23:25:16.441,5,38,56,9784,19
204.998,23:25:16.441,5,38,54,9782,19
204.998,23:25:16.441,5,38,8,9736,20
204.998,23:25:16.442,5,38,26,9754,20
204.998,23:25:16.442,5,38,26,9754,21
204.998,23:25:16.442,5,38,104,9832,22
204.998,23:25:16.443,5,38,222,9950,22
204.998,23:25:16.443,5,39,164,10148,22
205.644,23:25:17.086,5,39,248,10232,23
205.644,23:25:17.087,5,40,40,10280,23
205.644,23:25:17.087,5,40,96,10336,24
205.644,23:25:17.087,5,40,98,10338,25
205.644,23:25:17.088,5,40,104,10344,25
205.644,23:25:17.088,5,40,120,10360,26
205.644,23:25:17.088,5,40,136,10376,26
205.644,23:25:17.089,5,40,170,10410,27
205.644,23:25:17.089,5,40,66,10306,27
205.644,23:25:17.089,5,39,242,10226,28
205.644,23:25:17.090,5,39,108,10092,28
205.644,23:25:17.090,5,38,166,9894,29
206.212,23:25:17.655,5,38,8,9736,29
206.212,23:25:17.656,6,36,142,9358,30
206.212,23:25:17.656,6,35,246,9206,31
206.212,23:25:17.656,6,35,150,9110,31
206.212,23:25:17.657,6,35,124,9084,31
206.212,23:25:17.657,6,35,142,9102,32
206.212,23:25:17.657,6,35,184,9144,32
206.212,23:25:17.657,6,35,182,9142,33
206.212,23:25:17.657,6,35,254,9214,33
206.828,23:25:18.270,6,36,24,9240,34
206.828,23:25:18.271,6,36,52,9268,34
206.828,23:25:18.271,6,36,220,9436,34
206.828,23:25:18.271,6,36,238,9454,35
206.828,23:25:18.272,6,36,254,9470,35
206.828,23:25:18.272,6,37,6,9478,36
206.828,23:25:18.272,6,37,22,9494,36
206.828,23:25:18.273,6,36,252,9468,37
206.828,23:25:18.273,6,37,100,9572,37
206.828,23:25:18.273,6,38,28,9756,37
206.828,23:25:18.273,6,38,118,9846,37
206.828,23:25:18.274,6,38,158,9886,38
207.474,23:25:18.917,6,38,200,9928,38
207.474,23:25:18.917,6,38,202,9930,39
207.474,23:25:18.918,6,38,214,9942,39
207.474,23:25:18.918,6,38,240,9968,40
207.474,23:25:18.918,6,39,46,10030,40
207.474,23:25:18.919,6,39,132,10116,41
207.474,23:25:18.919,6,39,168,10152,42
207.474,23:25:18.919,6,40,20,10260,42
207.474,23:25:18.919,6,40,62,10302,43
207.474,23:25:18.920,6,40,84,10324,43
207.474,23:25:18.920,6,40,96,10336,44
207.474,23:25:18.920,6,40,90,10330,44
208.075,23:25:19.517,6,40,74,10314,45
208.075,23:25:19.517,6,40,78,10318,45
208.075,23:25:19.518,6,40,102,10342,46
208.075,23:25:19.518,6,40,108,10348,46
208.075,23:25:19.518,6,40,126,10366,46
208.075,23:25:19.520,6,40,146,10386,46
208.075,23:25:19.521,6,40,178,10418,47
208.075,23:25:19.521,6,40,196,10436,47
208.075,23:25:19.521,6,40,204,10444,48
208.075,23:25:19.522,6,40,230,10470,48
208.075,23:25:19.522,6,40,232,10472,49
208.075,23:25:19.522,6,40,254,10494,49
208.675,23:25:20.118,6,41,6,10502,50
208.675,23:25:20.119,6,41,22,10518,51
208.675,23:25:20.119,6,41,32,10528,51
208.675,23:25:20.119,6,41,64,10560,52
208.675,23:25:20.120,6,41,90,10586,52
208.675,23:25:20.120,6,41,120,10616,53
208.675,23:25:20.120,6,41,162,10658,53
208.675,23:25:20.121,6,41,178,10674,54
208.675,23:25:20.121,6,41,198,10694,54
208.675,23:25:20.122,6,41,236,10732,55
208.675,23:25:20.122,6,42,12,10764,55
209.263,23:25:20.706,6,42,20,10772,56
209.263,23:25:20.707,6,42,48,10800,56
209.263,23:25:20.707,6,42,66,10818,57
209.263,23:25:20.707,6,42,80,10832,58
209.263,23:25:20.708,7,42,124,10876,58
209.263,23:25:20.708,7,42,226,10978,59
209.263,23:25:20.708,7,43,64,11072,59
209.263,23:25:20.708,7,43,224,11232,60
209.263,23:25:20.709,7,44,50,11314,61
209.862,23:25:21.305,7,44,88,11352,61
209.862,23:25:21.305,7,44,168,11432,62
209.862,23:25:21.306,7,44,204,11468,62
209.862,23:25:21.306,7,45,70,11590,63
209.862,23:25:21.306,7,45,174,11694,63
209.862,23:25:21.307,7,46,32,11808,64
209.862,23:25:21.307,7,46,242,12018,64
209.862,23:25:21.307,7,48,26,12314,66
209.862,23:25:21.308,7,48,234,12522,66
209.862,23:25:21.308,7,50,0,12800,67
209.862,23:25:21.308,7,51,18,13074,67
209.862,23:25:21.308,7,51,206,13262,69
210.478,23:25:21.921,7,53,12,13580,69
210.478,23:25:21.922,7,54,36,13860,70
210.478,23:25:21.922,7,54,184,14008,72
210.478,23:25:21.922,7,54,230,14054,72
210.478,23:25:21.923,7,54,236,14060,74
210.478,23:25:21.923,7,55,26,14106,74
210.478,23:25:21.923,7,55,68,14148,76
210.478,23:25:21.923,7,55,82,14162,76
210.478,23:25:21.924,7,55,116,14196,78
210.478,23:25:21.924,7,55,162,14242,78
210.478,23:25:21.924,8,55,194,14274,79
211.032,23:25:22.475,8,55,222,14302,79
211.032,23:25:22.476,8,55,210,14290,81
211.032,23:25:22.476,8,55,242,14322,83
211.032,23:25:22.476,8,56,82,14418,83
211.032,23:25:22.476,8,56,140,14476,85
211.032,23:25:22.477,8,56,184,14520,85
211.032,23:25:22.477,8,57,44,14636,87
211.032,23:25:22.477,8,57,84,14676,89
211.032,23:25:22.478,8,57,114,14706,89
211.649,23:25:23.092,8,57,200,14792,91
211.649,23:25:23.093,8,58,6,14854,91
211.649,23:25:23.093,8,58,72,14920,93
211.649,23:25:23.093,8,58,120,14968,93
211.649,23:25:23.094,8,58,152,15000,95
211.649,23:25:23.094,8,58,218,15066,95
211.649,23:25:23.094,9,59,8,15112,97
211.649,23:25:23.095,9,59,38,15142,97
211.649,23:25:23.095,9,59,64,15168,99
211.649,23:25:23.095,9,59,84,15188,99
211.649,23:25:23.095,9,59,162,15266,101
211.649,23:25:23.096,9,59,190,15294,103
212.218,23:25:23.660,9,60,0,15360,103
212.218,23:25:23.660,9,60,18,15378,105
212.218,23:25:23.661,9,60,44,15404,105
212.218,23:25:23.662,9,60,68,15428,107
212.218,23:25:23.662,9,60,98,15458,107
212.218,23:25:23.663,9,60,156,15516,109
212.218,23:25:23.663,9,60,194,15554,109
212.218,23:25:23.663,9,61,44,15660,111
212.218,23:25:23.663,9,61,90,15706,113
212.817,23:25:24.260,10,61,156,15772,115
212.817,23:25:24.261,10,61,188,15804,115
212.817,23:25:24.261,10,62,160,16032,117
212.817,23:25:24.261,10,62,222,16094,119
212.817,23:25:24.261,10,63,26,16154,119
212.817,23:25:24.262,10,61,194,15810,121
212.817,23:25:24.262,10,60,126,15486,121
212.817,23:25:24.262,10,59,102,15206,123
212.817,23:25:24.263,10,58,180,15028,123
212.817,23:25:24.263,10,58,126,14974,125
213.405,23:25:24.848,10,58,128,14976,126
213.405,23:25:24.848,10,58,112,14960,126
213.405,23:25:24.848,10,58,68,14916,127
213.405,23:25:24.849,10,58,104,14952,127
213.405,23:25:24.849,10,58,146,14994,128
213.405,23:25:24.849,10,58,218,15066,129
213.405,23:25:24.849,10,58,230,15078,131
213.405,23:25:24.849,10,59,10,15114,131
213.405,23:25:24.850,10,59,42,15146,132
213.405,23:25:24.850,10,59,98,15202,132
214.023,23:25:25.465,10,59,100,15204,133
214.023,23:25:25.466,10,59,98,15202,133
214.023,23:25:25.466,10,59,142,15246,134
214.023,23:25:25.466,11,59,166,15270,134
214.023,23:25:25.467,11,59,188,15292,135
214.023,23:25:25.467,11,59,236,15340,137
214.023,23:25:25.467,11,60,32,15392,137
214.023,23:25:25.468,11,60,142,15502,138
214.023,23:25:25.468,11,61,90,15706,139
214.023,23:25:25.468,11,61,112,15728,139
214.591,23:25:26.035,11,61,158,15774,141
214.591,23:25:26.036,11,61,166,15782,141
214.591,23:25:26.036,11,61,208,15824,142
214.591,23:25:26.037,11,61,222,15838,142
214.591,23:25:26.037,11,62,12,15884,144
214.591,23:25:26.038,11,62,16,15888,145
214.591,23:25:26.038,11,62,56,15928,145
214.591,23:25:26.038,11,62,72,15944,147
214.591,23:25:26.039,11,62,16,15888,147
214.591,23:25:26.039,11,61,144,15760,148
215.194,23:25:26.637,11,60,26,15386,148
215.194,23:25:26.638,11,58,108,14956,149
215.194,23:25:26.638,11,55,12,14092,151
215.194,23:25:26.638,11,53,248,13816,151
215.194,23:25:26.638,11,53,188,13756,151
215.194,23:25:26.639,11,56,124,14460,152
215.194,23:25:26.639,11,56,42,14378,152
215.194,23:25:26.639,11,55,202,14282,153
215.194,23:25:26.640,11,55,120,14200,153
215.762,23:25:27.205,11,55,102,14182,153
215.762,23:25:27.205,11,55,70,14150,154
215.762,23:25:27.206,11,54,196,14020,155
215.762,23:25:27.207,11,54,132,13956,155
215.762,23:25:27.207,11,54,150,13974,155
215.762,23:25:27.207,11,54,194,14018,155
215.762,23:25:27.207,11,54,220,14044,156
215.762,23:25:27.207,11,55,26,14106,156
215.762,23:25:27.208,11,55,150,14230,156
215.762,23:25:27.208,11,57,206,14798,157
216.424,23:25:27.867,11,59,52,15156,158
216.424,23:25:27.868,11,60,216,15576,158
216.424,23:25:27.868,11,61,36,15652,159
216.424,23:25:27.869,11,60,238,15598,161
216.424,23:25:27.869,11,60,218,15578,161
216.424,23:25:27.869,11,60,228,15588,162
216.424,23:25:27.869,11,61,0,15616,162
216.424,23:25:27.870,11,61,6,15622,163
216.424,23:25:27.871,11,61,52,15668,163
216.424,23:25:27.871,11,61,2,15618,165
216.424,23:25:27.872,11,61,8,15624,166
217.040,23:25:28.482,11,61,28,15644,166
217.040,23:25:28.483,11,61,72,15688,167
217.040,23:25:28.483,11,61,106,15722,167
217.040,23:25:28.483,11,61,156,15772,169
217.040,23:25:28.483,11,61,98,15714,169
217.040,23:25:28.484,11,60,242,15602,170
217.040,23:25:28.484,11,60,92,15452,170
217.040,23:25:28.484,11,59,106,15210,171
217.040,23:25:28.484,11,57,208,14800,171
217.040,23:25:28.485,11,55,122,14202,172
217.040,23:25:28.485,11,54,82,13906,173
217.595,23:25:29.038,11,53,158,13726,173
217.595,23:25:29.038,11,52,62,13374,174
217.595,23:25:29.038,11,52,178,13490,174
217.595,23:25:29.039,11,52,218,13530,174
217.595,23:25:29.039,11,53,14,13582,174
217.595,23:25:29.039,11,52,232,13544,175
217.595,23:25:29.040,11,50,248,13048,175
217.595,23:25:29.040,11,48,244,12532,175
217.595,23:25:29.040,11,45,188,11708,176
217.595,23:25:29.041,11,43,164,11172,176
218.193,23:25:29.636,11,41,180,10676,176
218.193,23:25:29.637,11,40,224,10464,176
218.193,23:25:29.637,11,40,126,10366,176
218.193,23:25:29.637,11,40,208,10448,176
218.193,23:25:29.638,11,40,244,10484,176
218.193,23:25:29.638,11,41,148,10644,177
218.193,23:25:29.638,11,42,88,10840,177
218.193,23:25:29.639,11,42,224,10976,178
218.193,23:25:29.639,11,43,136,11144,178
218.193,23:25:29.639,11,44,108,11372,179
218.193,23:25:29.639,11,45,28,11548,179
218.823,23:25:30.266,11,45,236,11756,179
218.823,23:25:30.267,11,46,150,11926,179
218.823,23:25:30.267,11,47,112,12144,180
218.823,23:25:30.267,11,47,254,12286,180
218.823,23:25:30.268,11,49,20,12564,181
218.823,23:25:30.268,11,50,16,12816,181
218.823,23:25:30.268,11,51,66,13122,181
218.823,23:25:30.269,11,51,192,13248,182
218.823,23:25:30.269,10,52,54,13366,182
218.823,23:25:30.269,10,52,178,13490,183
218.823,23:25:30.270,10,53,2,13570,183
219.423,23:25:30.866,10,52,250,13562,183
219.423,23:25:30.866,10,53,4,13572,184
219.423,23:25:30.867,10,52,186,13498,184
219.423,23:25:30.867,10,52,204,13516,185
219.423,23:25:30.867,10,52,156,13468,185
219.423,23:25:30.868,10,52,166,13478,185
219.423,23:25:30.868,10,52,184,13496,185
219.423,23:25:30.868,10,52,180,13492,186
219.423,23:25:30.868,10,52,180,13492,186
219.423,23:25:30.869,10,52,222,13534,186
219.423,23:25:30.869,10,52,238,13550,186
219.423,23:25:30.869,10,53,28,13596,187
220.038,23:25:31.481,10,53,50,13618,187
220.038,23:25:31.482,10,53,94,13662,188
220.038,23:25:31.482,10,53,110,13678,188
220.038,23:25:31.482,10,52,206,13518,189
220.038,23:25:31.483,10,52,100,13412,189
220.038,23:25:31.483,10,52,150,13462,189
220.038,23:25:31.483,10,52,220,13532,190
220.038,23:25:31.483,10,52,86,13398,190
220.038,23:25:31.484,10,51,188,13244,191
220.038,23:25:31.484,10,50,128,12928,191
220.038,23:25:31.484,10,49,188,12732,191
220.607,23:25:32.050,10,51,12,13068,191
220.607,23:25:32.051,10,52,250,13562,192
220.607,23:25:32.051,10,52,8,13320,192
220.607,23:25:32.051,10,50,78,12878,192
220.607,23:25:32.051,10,51,18,13074,192
220.607,23:25:32.052,10,50,96,12896,192
220.607,23:25:32.052,10,49,218,12762,192
220.607,23:25:32.052,10,49,222,12766,192
221.178,23:25:32.621,10,49,98,12642,192
221.178,23:25:32.621,10,49,24,12568,192
221.178,23:25:32.621,10,48,216,12504,192
221.178,23:25:32.622,10,48,130,12418,192
221.178,23:25:32.622,10,48,56,12344,192
221.178,23:25:32.623,10,48,48,12336,192
221.178,23:25:32.623,10,48,4,12292,192
221.178,23:25:32.623,10,47,160,12192,192
221.178,23:25:32.623,9,47,90,12122,192
221.792,23:25:33.235,9,47,46,12078,192
221.792,23:25:33.236,9,46,210,11986,192
221.792,23:25:33.236,9,46,162,11938,192
221.792,23:25:33.236,9,46,84,11860,192
221.792,23:25:33.236,9,46,54,11830,192
221.792,23:25:33.237,9,45,240,11760,192
221.792,23:25:33.237,9,45,184,11704,192
221.792,23:25:33.237,9,45,126,11646,192
221.792,23:25:33.238,9,45,86,11606,192
221.792,23:25:33.238,9,44,250,11514,192
221.792,23:25:33.238,9,44,192,11456,192
221.792,23:25:33.238,9,44,162,11426,192
221.792,23:25:33.239,9,44,118,11382,192
222.346,23:25:33.789,9,44,58,11322,192
222.346,23:25:33.789,9,43,238,11246,192
222.346,23:25:33.790,9,43,160,11168,192
222.346,23:25:33.790,9,43,82,11090,192
222.346,23:25:33.790,9,43,26,11034,192
222.346,23:25:33.790,9,43,10,11018,192
222.346,23:25:33.791,9,42,208,10960,192
222.346,23:25:33.791,8,42,60,10812,192
222.346,23:25:33.791,8,42,42,10794,192
222.961,23:25:34.404,8,41,242,10738,192
222.961,23:25:34.404,8,41,136,10632,192
222.961,23:25:34.405,8,41,72,10568,192
222.961,23:25:34.405,8,41,14,10510,192
222.961,23:25:34.405,8,41,2,10498,192
222.961,23:25:34.406,8,40,228,10468,192
222.961,23:25:34.407,8,41,24,10520,192
222.961,23:25:34.407,8,41,20,10516,192
222.961,23:25:34.408,8,40,64,10304,192
222.961,23:25:34.408,8,39,178,10162,192
222.961,23:25:34.408,8,40,108,10348,192
222.961,23:25:34.409,8,40,146,10386,193
223.531,23:25:34.975,8,40,58,10298,193
223.531,23:25:34.975,8,39,174,10158,194
223.531,23:25:34.975,8,39,86,10070,194
223.531,23:25:34.975,8,39,172,10156,194
223.531,23:25:34.976,8,40,38,10278,194
223.531,23:25:34.976,8,39,186,10170,195
223.531,23:25:34.976,8,39,130,10114,195
223.531,23:25:34.977,8,39,134,10118,196
223.531,23:25:34.977,8,39,130,10114,196
223.531,23:25:34.977,8,39,166,10150,196
223.531,23:25:34.978,8,39,206,10190,196
224.084,23:25:35.527,8,39,246,10230,197
224.084,23:25:35.528,8,39,180,10164,197
224.084,23:25:35.528,8,39,100,10084,197
224.084,23:25:35.528,8,39,0,9984,197
224.084,23:25:35.529,8,39,48,10032,198
224.084,23:25:35.529,8,39,48,10032,198
224.084,23:25:35.529,8,39,120,10104,199
224.084,23:25:35.529,8,39,150,10134,199
224.084,23:25:35.530,8,39,160,10144,199
224.084,23:25:35.530,8,39,56,10040,199
224.084,23:25:35.530,8,38,232,9960,200
224.718,23:25:36.161,8,38,224,9952,200
224.718,23:25:36.162,8,39,44,10028,200
224.718,23:25:36.162,8,39,64,10048,200
224.718,23:25:36.162,8,39,66,10050,201
224.718,23:25:36.163,8,38,250,9978,201
224.718,23:25:36.163,8,38,236,9964,201
224.718,23:25:36.163,8,39,24,10008,201
224.718,23:25:36.163,8,39,96,10080,202
224.718,23:25:36.164,7,39,30,10014,202
224.718,23:25:36.164,7,38,162,9890,202
224.718,23:25:36.164,8,38,164,9892,202
224.718,23:25:36.165,7,39,54,10038,203
224.718,23:25:36.166,7,39,82,10066,203
225.273,23:25:36.715,8,38,250,9978,203
225.273,23:25:36.715,7,38,88,9816,203
225.273,23:25:36.717,7,38,120,9848,204
225.273,23:25:36.717,7,38,254,9982,204
225.273,23:25:36.717,7,39,28,10012,204
225.273,23:25:36.718,7,38,178,9906,204
225.273,23:25:36.718,7,38,88,9816,205
225.887,23:25:37.330,7,38,112,9840,206
225.887,23:25:37.330,7,37,238,9710,206
225.887,23:25:37.330,7,37,222,9694,206
225.887,23:25:37.331,7,37,158,9630,206
225.887,23:25:37.331,7,37,198,9670,207
225.887,23:25:37.331,7,37,178,9650,207
225.887,23:25:37.332,7,37,206,9678,207
225.887,23:25:37.332,7,38,40,9768,208
225.887,23:25:37.332,7,38,86,9814,208
225.887,23:25:37.333,7,38,144,9872,208
226.485,23:25:37.927,7,39,14,9998,208
226.485,23:25:37.927,7,39,154,10138,209
226.485,23:25:37.929,7,40,60,10300,209
226.485,23:25:37.929,7,40,150,10390,210
226.485,23:25:37.929,7,41,78,10574,210
226.485,23:25:37.930,7,42,32,10784,211
226.485,23:25:37.930,7,42,124,10876,211
226.485,23:25:37.930,7,42,220,10972,211
226.485,23:25:37.931,7,42,246,10998,211
226.485,23:25:37.931,7,43,68,11076,212
226.485,23:25:37.931,7,43,68,11076,213
227.085,23:25:38.528,7,43,72,11080,213
227.085,23:25:38.528,7,43,68,11076,214
227.085,23:25:38.529,7,43,102,11110,214
227.085,23:25:38.529,7,43,122,11130,215
227.085,23:25:38.529,7,43,172,11180,215
227.085,23:25:38.531,7,43,194,11202,215
227.085,23:25:38.531,8,43,208,11216,215
227.085,23:25:38.531,8,43,234,11242,216
227.085,23:25:38.531,8,43,254,11262,216
227.085,23:25:38.532,8,44,16,11280,217
227.085,23:25:38.532,8,43,246,11254,217
227.085,23:25:38.532,8,43,208,11216,218
227.655,23:25:39.098,8,43,186,11194,218
227.655,23:25:39.099,8,43,144,11152,219
227.655,23:25:39.099,8,43,158,11166,219
227.655,23:25:39.099,8,43,110,11118,219
227.655,23:25:39.099,8,43,138,11146,219
227.655,23:25:39.100,8,43,166,11174,220
227.655,23:25:39.100,8,43,172,11180,220
227.655,23:25:39.100,8,43,178,11186,221
227.655,23:25:39.101,8,43,172,11180,221
227.655,23:25:39.101,8,43,170,11178,221
227.655,23:25:39.101,8,43,186,11194,221
228.223,23:25:39.665,8,43,186,11194,222
228.223,23:25:39.666,8,43,132,11140,222
228.223,23:25:39.666,8,43,122,11130,223
228.223,23:25:39.666,8,43,104,11112,223
228.223,23:25:39.667,8,43,66,11074,223
228.223,23:25:39.667,8,43,82,11090,223
228.223,23:25:39.667,8,43,76,11084,224
228.223,23:25:39.667,8,43,72,11080,224
228.223,23:25:39.668,8,43,78,11086,225
228.223,23:25:39.668,8,43,60,11068,225
228.223,23:25:39.668,8,43,22,11030,225
228.223,23:25:39.669,8,42,174,10926,225
228.837,23:25:40.280,8,42,138,10890,226
228.837,23:25:40.280,8,42,90,10842,226
228.837,23:25:40.281,8,42,136,10888,226
228.837,23:25:40.281,8,42,132,10884,226
228.837,23:25:40.281,8,42,84,10836,227
228.837,23:25:40.282,8,42,112,10864,227
228.837,23:25:40.282,8,42,74,10826,228
228.837,23:25:40.282,8,42,100,10852,228
228.837,23:25:40.282,8,42,100,10852,228
228.837,23:25:40.283,8,42,114,10866,228
228.837,23:25:40.284,8,42,142,10894,229
228.837,23:25:40.284,8,42,152,10904,229
229.438,23:25:40.881,8,42,180,10932,230
229.438,23:25:40.882,8,42,66,10818,230
229.438,23:25:40.882,8,42,42,10794,230
229.438,23:25:40.882,8,41,248,10744,230
229.438,23:25:40.882,8,42,10,10762,231
229.438,23:25:40.883,8,41,250,10746,231
229.438,23:25:40.883,8,41,200,10696,231
229.438,23:25:40.883,8,41,140,10636,231
229.438,23:25:40.884,8,41,130,10626,232
229.438,23:25:40.884,8,41,90,10586,232
229.438,23:25:40.884,8,41,62,10558,233
229.438,23:25:40.885,8,41,62,10558,233
230.040,23:25:41.483,8,41,8,10504,233
230.040,23:25:41.483,8,40,240,10480,233
230.040,23:25:41.484,8,41,10,10506,234
230.040,23:25:41.484,8,40,240,10480,234
230.040,23:25:41.484,8,40,220,10460,234
230.040,23:25:41.485,8,40,238,10478,234
230.040,23:25:41.485,8,41,16,10512,235
230.040,23:25:41.486,8,41,16,10512,235
230.040,23:25:41.486,8,41,6,10502,235
230.040,23:25:41.486,8,40,214,10454,235
230.040,23:25:41.486,8,40,204,10444,236
230.040,23:25:41.487,8,40,198,10438,236
230.612,23:25:42.056,8,40,152,10392,236
230.612,23:25:42.056,8,40,26,10266,237
230.612,23:25:42.057,8,40,38,10278,237
230.612,23:25:42.057,8,40,58,10298,237
230.612,23:25:42.058,8,40,68,10308,237
230.612,23:25:42.058,8,39,242,10226,238
230.612,23:25:42.058,8,39,196,10180,238
230.612,23:25:42.059,8,39,200,10184,238
230.612,23:25:42.059,8,39,116,10100,239
231.184,23:25:42.629,8,39,86,10070,239
231.184,23:25:42.629,8,38,234,9962,239
231.184,23:25:42.629,8,38,176,9904,240
231.184,23:25:42.630,8,38,130,9858,240
231.184,23:25:42.630,8,38,130,9858,240
231.184,23:25:42.630,8,38,52,9780,241
231.184,23:25:42.631,8,37,202,9674,241
231.184,23:25:42.631,8,37,204,9676,242
231.743,23:25:43.186,8,37,228,9700,242
231.743,23:25:43.187,8,38,14,9742,242
231.743,23:25:43.187,8,38,46,9774,243
231.743,23:25:43.187,8,38,64,9792,243
231.743,23:25:43.187,8,38,112,9840,243
231.743,23:25:43.187,8,38,120,9848,244
231.743,23:25:43.188,8,38,58,9786,244
231.743,23:25:43.188,8,37,242,9714,244
232.283,23:25:43.726,8,37,62,9534,245
232.283,23:25:43.727,8,36,206,9422,245
232.283,23:25:43.727,8,36,194,9410,245
232.283,23:25:43.727,8,36,186,9402,246
232.283,23:25:43.728,8,36,168,9384,246
232.283,23:25:43.728,8,36,144,9360,246
232.283,23:25:43.728,8,36,70,9286,247
232.283,23:25:43.729,8,36,122,9338,247
232.283,23:25:43.729,8,36,158,9374,247
232.914,23:25:44.358,8,36,76,9292,247
232.914,23:25:44.358,8,36,86,9302,248
232.914,23:25:44.359,8,36,84,9300,248
232.914,23:25:44.359,8,36,6,9222,248
232.914,23:25:44.359,8,35,142,9102,249
232.914,23:25:44.359,8,35,114,9074,249
232.914,23:25:44.360,8,35,54,9014,249
232.914,23:25:44.360,8,35,14,8974,250
232.914,23:25:44.360,7,34,230,8934,250
232.914,23:25:44.360,7,34,214,8918,250
233.483,23:25:44.926,7,34,222,8926,251
233.483,23:25:44.926,7,34,112,8816,251
