t_s,wall_time,spd_count,data0,data1,rpm_count,seq
167.498,23:24:38.942,16,92,250,23802,244
167.498,23:24:38.943,16,93,46,23854,244
167.498,23:24:38.943,16,92,248,23800,248
167.498,23:24:38.943,16,92,240,23792,248
167.498,23:24:38.943,16,93,22,23830,252
167.498,23:24:38.943,16,93,116,23924,252
167.498,23:24:38.944,16,93,88,23896,1
167.498,23:24:38.944,17,93,100,23908,1
168.162,23:24:39.605,17,93,74,23882,5
168.162,23:24:39.606,17,93,142,23950,5
168.162,23:24:39.606,17,93,146,23954,10
168.162,23:24:39.606,17,93,168,23976,10
168.162,23:24:39.607,17,93,208,24016,14
168.162,23:24:39.607,17,94,32,24096,14
168.162,23:24:39.607,17,94,76,24140,19
168.162,23:24:39.608,17,94,50,24114,19
168.162,23:24:39.608,17,94,110,24174,23
168.162,23:24:39.608,18,94,114,24178,23
168.162,23:24:39.608,18,94,106,24170,27
168.162,23:24:39.609,18,94,128,24192,27
168.162,23:24:39.610,18,94,80,24144,32
168.775,23:24:40.218,18,94,40,24104,32
168.775,23:24:40.219,18,94,76,24140,36
168.775,23:24:40.219,18,94,100,24164,36
168.775,23:24:40.219,18,94,252,24316,40
168.775,23:24:40.220,18,95,94,24414,40
168.775,23:24:40.220,18,95,184,24504,45
168.775,23:24:40.220,18,96,18,24594,45
168.775,23:24:40.220,19,96,122,24698,50
168.775,23:24:40.221,19,96,196,24772,50
168.775,23:24:40.221,19,97,116,24948,54
168.775,23:24:40.221,19,97,218,25050,54
168.775,23:24:40.222,19,98,66,25154,58
168.775,23:24:40.222,19,98,220,25308,58
169.376,23:24:40.818,19,99,32,25376,63
169.376,23:24:40.819,19,99,130,25474,63
169.376,23:24:40.819,19,100,4,25604,68
169.376,23:24:40.819,19,100,172,25772,68
169.376,23:24:40.819,20,101,14,25870,72
169.376,23:24:40.820,20,101,42,25898,72
169.376,23:24:40.820,20,101,234,26090,77
169.376,23:24:40.820,20,102,66,26178,77
169.376,23:24:40.821,20,102,150,26262,82
169.376,23:24:40.821,20,103,58,26426,82
169.376,23:24:40.821,20,103,196,26564,87
169.976,23:24:41.418,20,104,18,26642,87
169.976,23:24:41.419,20,104,12,26636,92
169.976,23:24:41.419,20,105,66,26946,92
169.976,23:24:41.419,20,105,122,27002,97
169.976,23:24:41.420,21,105,192,27072,97
169.976,23:24:41.420,21,106,74,27210,101
169.976,23:24:41.420,21,106,212,27348,101
169.976,23:24:41.420,21,107,60,27452,107
169.976,23:24:41.421,21,107,156,27548,107
169.976,23:24:41.421,21,108,120,27768,111
169.976,23:24:41.421,21,109,0,27904,117
170.578,23:24:42.022,21,109,106,28010,117
170.578,23:24:42.022,21,109,184,28088,122
170.578,23:24:42.022,21,110,132,28292,122
170.578,23:24:42.023,22,110,178,28338,127
170.578,23:24:42.023,22,111,68,28484,127
170.578,23:24:42.023,22,111,232,28648,132
170.578,23:24:42.024,22,112,6,28678,132
170.578,23:24:42.024,22,112,168,28840,132
170.578,23:24:42.024,22,113,118,29046,138
170.578,23:24:42.024,22,113,172,29100,138
170.578,23:24:42.025,22,114,62,29246,143
171.181,23:24:42.624,22,114,174,29358,143
171.181,23:24:42.624,22,115,44,29484,148
171.181,23:24:42.624,22,115,156,29596,148
171.181,23:24:42.625,23,116,142,29838,154
171.181,23:24:42.625,23,116,146,29842,154
171.181,23:24:42.625,23,116,196,29892,159
171.181,23:24:42.626,23,117,118,30070,159
171.181,23:24:42.626,23,117,238,30190,165
171.181,23:24:42.626,23,118,156,30364,165
171.181,23:24:42.627,23,118,194,30402,171
171.181,23:24:42.627,23,119,158,30622,171
171.181,23:24:42.627,23,120,40,30760,176
171.827,23:24:43.270,23,120,80,30800,176
171.827,23:24:43.271,24,120,114,30834,183
171.827,23:24:43.271,24,121,14,30990,183
171.827,23:24:43.271,24,121,232,31208,189
171.827,23:24:43.272,24,122,84,31316,189
171.827,23:24:43.272,24,122,126,31358,196
171.827,23:24:43.272,24,123,62,31550,196
171.827,23:24:43.273,24,123,170,31658,202
171.827,23:24:43.273,24,124,18,31762,202
171.827,23:24:43.273,24,124,152,31896,209
171.827,23:24:43.274,24,125,58,32058,209
171.827,23:24:43.274,24,125,94,32094,216
171.827,23:24:43.274,25,126,74,32330,216
172.384,23:24:43.826,25,126,140,32396,223
172.384,23:24:43.827,25,127,122,32634,230
172.384,23:24:43.827,25,127,250,32762,230
172.384,23:24:43.827,25,128,144,32912,238
172.384,23:24:43.828,25,129,148,33172,245
172.384,23:24:43.828,25,130,10,33290,245
172.384,23:24:43.829,25,130,154,33434,253
172.384,23:24:43.829,26,131,136,33672,4
173.001,23:24:44.443,26,132,4,33796,4
173.001,23:24:44.444,26,132,176,33968,12
173.001,23:24:44.444,26,133,136,34184,19
173.001,23:24:44.444,26,134,62,34366,19
173.001,23:24:44.445,26,134,92,34396,27
173.001,23:24:44.445,26,135,78,34638,34
173.001,23:24:44.446,27,135,178,34738,34
173.001,23:24:44.446,27,136,152,34968,42
173.001,23:24:44.446,27,137,4,35076,49
173.001,23:24:44.447,27,137,138,35210,49
173.617,23:24:45.060,27,138,136,35464,58
173.617,23:24:45.061,27,138,212,35540,66
173.617,23:24:45.061,27,139,154,35738,66
173.617,23:24:45.061,27,140,48,35888,74
173.617,23:24:45.062,28,140,192,36032,82
173.617,23:24:45.062,28,141,94,36190,82
173.617,23:24:45.062,28,142,4,36356,91
173.617,23:24:45.062,28,143,28,36636,99
174.233,23:24:45.675,28,143,178,36786,108
174.233,23:24:45.676,29,145,84,37204,117
174.233,23:24:45.676,29,145,220,37340,125
174.233,23:24:45.676,29,146,76,37452,134
174.233,23:24:45.677,29,147,8,37640,134
174.233,23:24:45.677,29,147,68,37700,143
174.233,23:24:45.677,29,148,98,37986,151
174.233,23:24:45.677,29,148,198,38086,151
174.832,23:24:46.274,29,149,48,38192,160
174.832,23:24:46.275,30,150,56,38456,169
174.832,23:24:46.275,30,150,200,38600,169
174.832,23:24:46.275,30,152,242,39154,187
174.832,23:24:46.276,31,154,106,39530,205
175.447,23:24:46.889,31,156,192,40128,224
175.447,23:24:46.890,31,158,68,40516,243
175.447,23:24:46.890,32,160,70,41030,5
176.080,23:24:47.522,32,160,98,41058,15
176.080,23:24:47.523,32,161,190,41406,25
176.080,23:24:47.523,32,161,148,41364,25
176.080,23:24:47.523,32,162,16,41488,35
176.080,23:24:47.523,32,163,30,41758,45
176.080,23:24:47.524,32,163,238,41966,45
176.080,23:24:47.524,32,164,80,42064,55
176.080,23:24:47.524,33,165,52,42292,65
176.080,23:24:47.524,33,165,82,42322,65
176.080,23:24:47.525,33,165,212,42452,75
176.712,23:24:48.155,33,166,152,42648,85
176.712,23:24:48.155,33,167,134,42886,95
176.712,23:24:48.156,33,167,160,42912,106
176.712,23:24:48.156,33,165,8,42248,106
176.712,23:24:48.156,33,163,24,41752,117
176.712,23:24:48.157,33,155,24,39704,127
176.712,23:24:48.157,34,149,96,38240,127
176.712,23:24:48.157,34,144,214,37078,138
177.374,23:24:48.816,34,132,178,33970,148
177.374,23:24:48.817,34,127,244,32756,148
177.374,23:24:48.817,34,122,238,31470,158
177.374,23:24:48.817,34,117,170,30122,167
177.374,23:24:48.818,34,115,214,29654,167
177.374,23:24:48.818,34,114,104,29288,176
177.374,23:24:48.818,34,115,116,29556,184
177.374,23:24:48.818,35,115,122,29562,184
177.374,23:24:48.819,35,116,32,29728,191
177.374,23:24:48.819,35,116,50,29746,198
177.942,23:24:49.384,35,116,162,29858,198
177.942,23:24:49.385,35,116,172,29868,204
177.942,23:24:49.385,35,117,8,29960,210
177.942,23:24:49.385,35,117,72,30024,216
177.942,23:24:49.387,35,117,216,30168,223
177.942,23:24:49.387,35,118,0,30208,229
177.942,23:24:49.387,35,118,46,30254,229
178.528,23:24:49.971,35,118,28,30236,236
178.528,23:24:49.972,35,118,128,30336,242
178.528,23:24:49.972,35,118,224,30432,242
178.528,23:24:49.972,36,119,34,30498,248
178.528,23:24:49.973,36,119,48,30512,248
178.528,23:24:49.973,36,119,142,30606,255
178.528,23:24:49.973,36,119,210,30674,5
178.528,23:24:49.974,36,119,252,30716,12
178.528,23:24:49.974,36,119,246,30710,12
179.129,23:24:50.572,36,120,160,30880,19
179.129,23:24:50.573,36,120,152,30872,25
179.129,23:24:50.573,36,120,222,30942,25
179.129,23:24:50.573,36,120,186,30906,31
179.129,23:24:50.574,36,121,100,31076,31
179.129,23:24:50.574,36,121,146,31122,38
179.129,23:24:50.574,36,121,98,31074,38
179.129,23:24:50.574,36,121,116,31092,45
179.129,23:24:50.575,36,121,214,31190,45
179.129,23:24:50.575,37,122,64,31296,51
179.743,23:24:51.186,37,122,208,31440,59
179.743,23:24:51.187,37,122,180,31412,65
179.743,23:24:51.187,37,122,242,31474,65
179.743,23:24:51.187,37,122,254,31486,72
179.743,23:24:51.188,37,123,132,31620,79
179.743,23:24:51.188,37,123,198,31686,79
179.743,23:24:51.188,37,123,196,31684,86
179.743,23:24:51.188,37,124,26,31770,86
179.743,23:24:51.189,37,124,46,31790,92
179.743,23:24:51.189,37,124,12,31756,92
179.743,23:24:51.190,37,124,102,31846,100
180.359,23:24:51.802,37,124,176,31920,100
180.359,23:24:51.803,37,124,152,31896,107
180.359,23:24:51.803,37,125,8,32008,107
180.359,23:24:51.803,37,125,88,32088,114
180.359,23:24:51.804,38,125,84,32084,114
180.359,23:24:51.804,38,125,180,32180,121
180.359,23:24:51.804,38,125,156,32156,121
180.359,23:24:51.805,38,126,68,32324,128
180.359,23:24:51.805,38,126,48,32304,136
180.359,23:24:51.805,38,126,122,32378,136
180.359,23:24:51.806,38,126,184,32440,143
180.958,23:24:52.400,38,126,198,32454,143
180.958,23:24:52.402,38,126,246,32502,150
180.958,23:24:52.402,38,127,64,32576,150
180.958,23:24:52.402,38,127,60,32572,157
180.958,23:24:52.402,38,127,152,32664,157
180.958,23:24:52.403,38,127,164,32676,165
180.958,23:24:52.403,38,127,232,32744,165
180.958,23:24:52.403,38,127,220,32732,172
180.958,23:24:52.403,39,128,20,32788,172
180.958,23:24:52.404,39,128,62,32830,179
180.958,23:24:52.404,39,128,156,32924,179
181.573,23:24:53.016,39,128,42,32810,187
181.573,23:24:53.016,39,127,120,32632,194
181.573,23:24:53.016,39,127,220,32732,194
181.573,23:24:53.017,39,127,182,32694,201
181.573,23:24:53.017,39,126,254,32510,201
181.573,23:24:53.017,39,126,16,32272,205
181.573,23:24:53.018,39,126,228,32484,205
181.573,23:24:53.018,39,127,110,32622,206
181.573,23:24:53.018,39,127,4,32516,206
181.573,23:24:53.019,39,126,232,32488,207
181.573,23:24:53.019,39,126,222,32478,207
181.573,23:24:53.019,39,126,190,32446,207
181.573,23:24:53.019,39,126,48,32304,207
182.202,23:24:53.646,39,126,96,32352,207
182.202,23:24:53.646,39,126,62,32318,207
182.202,23:24:53.646,38,125,226,32226,207
182.202,23:24:53.646,38,125,202,32202,207
182.202,23:24:53.647,38,125,138,32138,207
182.202,23:24:53.648,38,125,10,32010,207
182.202,23:24:53.648,38,124,170,31914,207
182.202,23:24:53.648,38,124,144,31888,207
182.202,23:24:53.649,38,124,150,31894,207
182.202,23:24:53.649,38,124,54,31798,207
182.202,23:24:53.649,38,124,26,31770,207
182.770,23:24:54.213,38,124,2,31746,207
182.770,23:24:54.214,38,123,132,31620,207
182.770,23:24:54.214,38,123,74,31562,207
182.770,23:24:54.215,38,123,54,31542,207
182.770,23:24:54.215,38,123,18,31506,207
182.770,23:24:54.215,37,123,12,31500,207
182.770,23:24:54.215,37,122,114,31346,207
182.770,23:24:54.216,37,122,106,31338,207
182.770,23:24:54.216,37,122,68,31300,207
182.770,23:24:54.216,37,121,252,31228,207
183.340,23:24:54.783,37,121,198,31174,207
183.340,23:24:54.784,37,121,206,31182,207
183.340,23:24:54.784,37,121,182,31158,207
183.340,23:24:54.784,37,121,90,31066,207
183.340,23:24:54.784,37,121,6,30982,207
183.340,23:24:54.785,37,120,254,30974,207
183.340,23:24:54.785,37,120,210,30930,207
183.340,23:24:54.785,37,120,138,30858,207
183.340,23:24:54.786,37,120,48,30768,207
183.340,23:24:54.786,37,119,218,30682,207
183.340,23:24:54.786,37,119,156,30620,207
183.340,23:24:54.787,37,119,96,30560,207
183.941,23:24:55.384,36,119,16,30480,207
183.941,23:24:55.385,36,118,38,30246,207
183.941,23:24:55.385,36,117,158,30110,207
183.941,23:24:55.385,36,117,28,29980,207
183.941,23:24:55.385,36,116,226,29922,207
183.941,23:24:55.386,36,116,120,29816,207
183.941,23:24:55.386,36,116,138,29834,207
183.941,23:24:55.386,36,116,10,29706,207
183.941,23:24:55.386,35,115,220,29660,207
184.527,23:24:55.969,35,115,150,29590,207
184.527,23:24:55.971,35,115,48,29488,207
184.527,23:24:55.971,35,114,198,29382,207
184.527,23:24:55.971,35,114,88,29272,207
184.527,23:24:55.972,35,113,226,29154,207
184.527,23:24:55.972,35,113,112,29040,207
184.527,23:24:55.972,35,112,238,28910,207
184.527,23:24:55.972,35,112,124,28796,207
184.527,23:24:55.973,35,112,10,28682,207
184.527,23:24:55.973,35,111,220,28636,207
185.128,23:24:56.572,34,111,68,28484,207
185.128,23:24:56.572,34,110,174,28334,207
185.128,23:24:56.572,34,110,152,28312,207
185.128,23:24:56.573,34,110,24,28184,207
185.128,23:24:56.573,34,109,106,28010,207
185.128,23:24:56.573,34,109,14,27918,207
185.128,23:24:56.574,34,108,150,27798,207
185.128,23:24:56.574,34,108,54,27702,207
185.128,23:24:56.575,33,107,230,27622,207
185.128,23:24:56.575,33,107,98,27490,207
185.128,23:24:56.575,33,106,184,27320,207
185.128,23:24:56.575,33,106,100,27236,207
185.789,23:24:57.231,33,105,78,26958,207
185.789,23:24:57.232,32,104,226,26850,207
185.789,23:24:57.232,32,104,120,26744,207
185.789,23:24:57.232,32,103,238,26606,207
185.789,23:24:57.232,32,103,66,26434,207
185.789,23:24:57.233,32,102,136,26248,207
185.789,23:24:57.233,32,101,204,26060,207
185.789,23:24:57.233,32,101,158,26014,207
185.789,23:24:57.234,31,100,122,25722,207
185.789,23:24:57.234,31,100,48,25648,207
185.789,23:24:57.234,31,99,156,25500,207
186.404,23:24:57.846,31,99,44,25388,207
186.404,23:24:57.847,31,98,172,25260,207
186.404,23:24:57.847,30,98,62,25150,207
186.404,23:24:57.847,30,97,188,25020,207
186.404,23:24:57.849,30,97,48,24880,207
186.404,23:24:57.850,30,96,224,24800,207
186.404,23:24:57.850,30,95,234,24554,207
186.404,23:24:57.851,30,95,18,24338,207
186.404,23:24:57.851,30,94,198,24262,207
186.404,23:24:57.851,29,93,184,23992,207
186.956,23:24:58.399,29,93,58,23866,207
186.956,23:24:58.400,29,92,160,23712,207
186.956,23:24:58.400,29,91,140,23436,207
186.956,23:24:58.400,28,91,0,23296,207
186.956,23:24:58.400,28,90,152,23192,207
186.956,23:24:58.401,28,90,72,23112,207
186.956,23:24:58.401,28,89,166,22950,207
186.956,23:24:58.401,28,89,64,22848,207
186.956,23:24:58.402,28,88,200,22728,207
186.956,23:24:58.402,27,88,56,22584,207
187.588,23:24:59.031,27,87,224,22496,207
187.588,23:24:59.032,27,87,44,22316,207
187.588,23:24:59.032,27,86,198,22214,207
187.588,23:24:59.032,27,85,192,21952,207
187.588,23:24:59.033,27,85,18,21778,207
187.588,23:24:59.033,26,84,30,21534,207
187.588,23:24:59.033,26,83,182,21430,207
187.588,23:24:59.034,26,82,254,21246,207
187.588,23:24:59.034,26,82,192,21184,207
188.192,23:24:59.635,26,81,150,20886,207
188.192,23:24:59.635,25,80,216,20696,207
188.192,23:24:59.636,25,79,202,20426,207
188.192,23:24:59.636,25,79,180,20404,207
188.192,23:24:59.636,25,79,12,20236,207
188.192,23:24:59.637,25,78,182,20150,207
188.192,23:24:59.637,24,77,212,19924,207
188.192,23:24:59.637,24,77,152,19864,207
188.192,23:24:59.638,24,76,204,19660,207
188.192,23:24:59.638,24,75,242,19442,207
188.807,23:25:00.250,24,75,58,19258,207
188.807,23:25:00.252,23,73,20,18708,207
188.807,23:25:00.252,22,71,72,18248,207
188.807,23:25:00.252,22,69,120,17784,207
189.438,23:25:00.880,22,68,176,17584,207
189.438,23:25:00.882,22,68,62,17470,207
189.438,23:25:00.882,21,67,188,17340,207
189.438,23:25:00.882,21,67,34,17186,207
189.438,23:25:00.883,21,66,206,17102,207
189.438,23:25:00.883,21,65,172,16812,207
189.438,23:25:00.883,20,65,70,16710,207
189.438,23:25:00.884,20,64,178,16562,207
189.438,23:25:00.884,20,63,230,16358,207
189.438,23:25:00.884,20,63,86,16214,207
190.009,23:25:01.451,20,62,230,16102,207
190.009,23:25:01.452,20,62,58,15930,207
190.009,23:25:01.452,19,61,184,15800,207
190.009,23:25:01.452,19,61,94,15710,207
190.009,23:25:01.453,19,60,168,15528,207
190.009,23:25:01.453,19,59,202,15306,207
190.009,23:25:01.453,19,59,28,15132,207
190.009,23:25:01.453,19,58,216,15064,207
190.009,23:25:01.454,18,57,214,14806,207
190.009,23:25:01.454,18,57,150,14742,207
190.611,23:25:02.054,18,57,46,14638,207
190.611,23:25:02.054,18,56,210,14546,207
190.611,23:25:02.055,18,56,90,14426,207
190.611,23:25:02.055,18,55,228,14308,207
190.611,23:25:02.055,17,55,92,14172,207
190.611,23:25:02.056,17,54,210,14034,207
190.611,23:25:02.056,17,54,232,14056,207
190.611,23:25:02.056,17,53,210,13778,207
190.611,23:25:02.057,17,53,154,13722,207
191.227,23:25:02.670,17,53,24,13592,207
191.227,23:25:02.670,16,52,82,13394,207
191.227,23:25:02.670,16,51,98,13154,207
191.227,23:25:02.672,16,50,190,12990,207
191.227,23:25:02.672,16,49,242,12786,207
191.227,23:25:02.672,16,48,194,12482,207
191.227,23:25:02.672,16,48,186,12474,207
191.227,23:25:02.673,15,47,102,12134,207
191.227,23:25:02.673,15,46,154,11930,207
191.859,23:25:03.301,15,46,160,11936,207
191.859,23:25:03.302,15,44,172,11436,207
191.859,23:25:03.302,14,44,104,11368,207
191.859,23:25:03.302,14,44,70,11334,207
191.859,23:25:03.303,14,43,186,11194,207
191.859,23:25:03.303,14,44,6,11270,207
191.859,23:25:03.303,13,49,80,12624,208
191.859,23:25:03.303,13,50,196,12996,208
191.859,23:25:03.304,13,52,216,13528,208
192.475,23:25:03.917,12,56,190,14526,209
192.475,23:25:03.918,12,56,82,14418,209
192.475,23:25:03.918,12,55,14,14094,210
192.475,23:25:03.918,12,51,210,13266,210
192.475,23:25:03.919,11,50,206,13006,210
192.475,23:25:03.919,11,49,132,12676,211
192.475,23:25:03.919,11,47,240,12272,211
192.475,23:25:03.919,11,47,204,12236,211
192.475,23:25:03.920,10,47,110,12142,211
193.029,23:25:04.472,10,45,226,11746,212
193.029,23:25:04.472,10,45,18,11538,212
193.029,23:25:04.473,10,44,44,11308,213
193.029,23:25:04.473,9,41,148,10644,213
193.029,23:25:04.474,9,40,234,10474,213
193.029,23:25:04.474,9,40,40,10280,213
193.029,23:25:04.474,9,40,176,10416,214
193.029,23:25:04.474,9,40,150,10390,214
193.629,23:25:05.072,8,39,198,10182,214
193.629,23:25:05.072,8,38,108,9836,215
193.629,23:25:05.073,8,37,94,9566,215
193.629,23:25:05.073,8,37,0,9472,215
193.629,23:25:05.075,8,37,4,9476,215
193.629,23:25:05.075,8,36,190,9406,216
193.629,23:25:05.075,8,36,86,9302,216
193.629,23:25:05.075,8,36,66,9282,216
193.629,23:25:05.076,8,36,42,9258,216
193.629,23:25:05.076,8,35,226,9186,217
193.629,23:25:05.076,8,35,194,9154,217
194.244,23:25:05.687,8,35,138,9098,217
194.244,23:25:05.688,8,35,42,9002,217
194.244,23:25:05.688,7,34,240,8944,218
194.244,23:25:05.688,7,34,134,8838,218
194.244,23:25:05.688,7,34,76,8780,218
194.244,23:25:05.689,7,34,32,8736,219
194.244,23:25:05.689,7,33,176,8624,219
194.244,23:25:05.689,7,33,152,8600,220
194.244,23:25:05.690,7,33,100,8548,220
194.244,23:25:05.690,7,33,84,8532,220
194.244,23:25:05.690,7,32,250,8442,220
194.860,23:25:06.303,7,32,218,8410,221
194.860,23:25:06.304,7,32,150,8342,221
194.860,23:25:06.304,7,32,62,8254,221
194.860,23:25:06.304,7,31,238,8174,221
194.860,23:25:06.304,7,31,210,8146,222
194.860,23:25:06.305,7,31,240,8176,222
194.860,23:25:06.305,7,31,208,8144,222
194.860,23:25:06.305,7,31,172,8108,222
194.860,23:25:06.306,7,31,180,8116,223
194.860,23:25:06.306,7,31,128,8064,223
194.860,23:25:06.306,7,31,124,8060,223
194.860,23:25:06.307,7,31,60,7996,223
195.460,23:25:06.903,7,31,90,8026,223
195.460,23:25:06.904,7,30,154,7834,223
195.460,23:25:06.904,7,30,72,7752,224
195.460,23:25:06.904,7,30,104,7784,224
195.460,23:25:06.905,7,30,128,7808,224
195.460,23:25:06.905,7,30,96,7776,224
195.460,23:25:06.905,7,30,12,7692,225
195.460,23:25:06.905,7,29,186,7610,225
195.460,23:25:06.906,7,29,104,7528,225
195.460,23:25:06.907,7,28,254,7422,225
195.460,23:25:06.907,7,29,56,7480,225
195.460,23:25:06.908,7,29,58,7482,225
196.029,23:25:07.471,6,29,58,7482,226
196.029,23:25:07.472,6,29,86,7510,226
196.029,23:25:07.472,6,29,46,7470,226
196.029,23:25:07.472,6,28,254,7422,226
196.029,23:25:07.473,6,28,216,7384,227
196.029,23:25:07.473,6,28,144,7312,227
196.029,23:25:07.473,6,28,108,7276,227
196.029,23:25:07.473,6,28,14,7182,227
196.029,23:25:07.474,6,28,28,7196,227
196.029,23:25:07.474,6,27,244,7156,227
196.029,23:25:07.474,6,27,198,7110,228
196.029,23:25:07.474,6,27,174,7086,228
196.598,23:25:08.041,6,27,148,7060,228
196.598,23:25:08.042,6,27,108,7020,228
196.598,23:25:08.042,6,27,136,7048,229
196.598,23:25:08.042,6,27,110,7022,229
196.598,23:25:08.042,6,27,6,6918,229
196.598,23:25:08.043,6,27,6,6918,229
196.598,23:25:08.043,6,26,216,6872,229
196.598,23:25:08.043,6,26,192,6848,229
196.598,23:25:08.043,5,26,166,6822,230
196.598,23:25:08.043,5,26,104,6760,230
197.197,23:25:08.640,5,26,52,6708,230
197.197,23:25:08.641,5,26,42,6698,230
197.197,23:25:08.641,5,26,74,6730,231
197.197,23:25:08.641,5,26,100,6756,231
197.197,23:25:08.642,5,26,112,6768,231
197.197,23:25:08.642,5,26,146,6802,231
197.197,23:25:08.642,5,26,176,6832,231
197.197,23:25:08.642,5,26,168,6824,231
197.197,23:25:08.643,5,26,140,6796,232
197.197,23:25:08.643,5,26,86,6742,232
197.197,23:25:08.643,5,26,84,6740,232
197.765,23:25:09.209,5,26,32,6688,232
197.765,23:25:09.209,5,26,28,6684,233
197.765,23:25:09.209,5,26,48,6704,233
197.765,23:25:09.209,5,26,56,6712,233
197.765,23:25:09.210,5,26,82,6738,233
197.765,23:25:09.210,5,26,98,6754,233
197.765,23:25:09.210,5,26,118,6774,233
197.765,23:25:09.210,5,26,140,6796,234
197.765,23:25:09.210,5,26,140,6796,234
197.765,23:25:09.211,5,26,138,6794,234
197.765,23:25:09.211,5,26,120,6776,234
198.364,23:25:09.807,4,26,62,6718,235
198.364,23:25:09.808,4,26,36,6692,235
198.364,23:25:09.808,4,26,14,6670,235
198.364,23:25:09.808,4,25,250,6650,235
198.364,23:25:09.809,4,25,226,6626,236
198.364,23:25:09.809,4,25,192,6592,236
198.364,23:25:09.809,4,25,186,6586,236
198.364,23:25:09.809,4,25,192,6592,236
198.364,23:25:09.810,4,25,206,6606,236
198.364,23:25:09.810,4,25,196,6596,236
198.364,23:25:09.810,4,25,182,6582,237
198.364,23:25:09.811,4,25,220,6620,237
198.935,23:25:10.377,4,25,242,6642,237
198.935,23:25:10.378,4,25,244,6644,237
198.935,23:25:10.378,4,25,224,6624,238
198.935,23:25:10.378,4,25,170,6570,238
198.935,23:25:10.378,4,25,170,6570,238
198.935,23:25:10.379,4,25,182,6582,238
198.935,23:25:10.379,4,25,154,6554,239
198.935,23:25:10.379,4,25,176,6576,239
198.935,23:25:10.380,4,25,142,6542,239
198.935,23:25:10.380,4,25,164,6564,239
198.935,23:25:10.380,4,25,178,6578,239
199.550,23:25:10.993,4,25,122,6522,239
199.550,23:25:10.994,4,25,140,6540,240
199.550,23:25:10.994,4,25,176,6576,240
199.550,23:25:10.994,4,25,194,6594,240
199.550,23:25:10.995,4,25,128,6528,240
199.550,23:25:10.996,4,25,144,6544,241
199.550,23:25:10.996,4,25,108,6508,241
199.550,23:25:10.996,4,25,118,6518,241
199.550,23:25:10.997,4,25,176,6576,241
199.550,23:25:10.997,4,26,22,6678,242
199.550,23:25:10.997,4,26,24,6680,242
199.550,23:25:10.998,4,26,26,6682,242
199.550,23:25:10.998,4,25,194,6594,242
200.166,23:25:11.609,4,25,174,6574,243
200.166,23:25:11.610,4,25,130,6530,243
200.166,23:25:11.610,4,25,130,6530,243
200.166,23:25:11.611,4,25,146,6546,243
200.166,23:25:11.611,4,25,216,6616,244
200.166,23:25:11.611,4,25,228,6628,244
200.166,23:25:11.612,4,25,242,6642,244
200.166,23:25:11.612,4,25,204,6604,244
200.166,23:25:11.612,4,25,142,6542,245
200.166,23:25:11.613,4,25,126,6526,245
200.166,23:25:11.613,4,25,130,6530,245
200.166,23:25:11.613,4,25,150,6550,245
200.723,23:25:12.166,4,25,234,6634,246
200.723,23:25:12.167,4,25,210,6610,246
200.723,23:25:12.167,4,25,96,6496,246
200.723,23:25:12.167,4,25,50,6450,246
200.723,23:25:12.168,4,25,78,6478,247
200.723,23:25:12.168,4,25,192,6592,247
200.723,23:25:12.168,4,25,174,6574,247
200.723,23:25:12.169,4,25,180,6580,247
200.723,23:25:12.169,4,25,134,6534,248
200.723,23:25:12.169,4,25,136,6536,248
200.723,23:25:12.170,4,25,138,6538,248
201.330,23:25:12.773,4,25,144,6544,248
201.330,23:25:12.774,4,25,190,6590,249
201.330,23:25:12.774,4,25,176,6576,249
201.330,23:25:12.774,4,25,170,6570,249
201.330,23:25:12.775,4,25,194,6594,249
201.330,23:25:12.775,4,25,174,6574,250
201.330,23:25:12.775,4,25,172,6572,250
201.330,23:25:12.776,4,25,188,6588,250
201.330,23:25:12.776,4,25,162,6562,250
201.330,23:25:12.776,4,25,144,6544,251
201.330,23:25:12.777,4,25,166,6566,251
201.330,23:25:12.777,4,25,128,6528,251
201.961,23:25:13.404,4,25,108,6508,251
201.961,23:25:13.404,4,25,136,6536,251
201.961,23:25:13.405,4,25,118,6518,251
201.961,23:25:13.405,4,25,150,6550,252
201.961,23:25:13.406,4,25,214,6614,252
201.961,23:25:13.406,4,25,194,6594,253
201.961,23:25:13.406,4,25,174,6574,253
201.961,23:25:13.406,4,25,142,6542,253
201.961,23:25:13.407,4,25,164,6564,253
201.961,23:25:13.407,4,25,160,6560,253
201.961,23:25:13.407,4,25,146,6546,253
201.961,23:25:13.408,4,25,102,6502,254
202.515,23:25:13.958,4,25,108,6508,254
202.515,23:25:13.958,4,25,166,6566,255
202.515,23:25:13.959,4,26,202,6858,255
202.515,23:25:13.959,4,27,100,7012,255
202.515,23:25:13.959,4,28,166,7334,0
202.515,23:25:13.959,4,29,144,7568,0
202.515,23:25:13.960,4,30,12,7692,0
203.117,23:25:14.559,4,32,76,8268,1
203.117,23:25:14.560,4,32,238,8430,1
203.117,23:25:14.560,4,33,232,8680,1
203.117,23:25:14.560,4,35,86,9046,2
203.117,23:25:14.560,4,35,218,9178,3
203.117,23:25:14.561,4,36,84,9300,3
203.117,23:25:14.561,4,37,80,9552,4
203.117,23:25:14.561,4,37,178,9650,5
203.117,23:25:14.561,4,38,12,9740,5
203.764,23:25:15.206,4,38,168,9896,6
203.764,23:25:15.206,4,38,212,9940,7
